Methods Information:
21.02.2024 19:05:16
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to   10.00 BUFFER A     1.00
02    10.00 to   20.00   0-57%B     1.00
03    20.00 to   40.00 57-100%B     0.10
--------------------------------------------------
--------------------------------------------------
21.02.2024 19:39:24
<untitled>  
List:  Volume(ml)       Buffer    ml/min
 ->    0.00 Collect All:  1.00 ml 
01     0.00 to   12.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
21.02.2024 19:50:45
<untitled>  
List:  Volume(ml)       Buffer    ml/min
 ->    0.00 Collect All:  1.00 ml 
01     0.00 to   12.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
Time [min.]:	UV [A.U.]:		Events:		
164.450	0.0055				
164.467	0.0055				
164.483	0.0054				
164.500	0.0054				
164.517	0.0054				
164.533	0.0053				
164.550	0.0054				
164.567	0.0054				
164.583	0.0054				
164.600	0.0053				
164.617	0.0053				
164.633	0.0053				
164.650	0.0054				
164.667	0.0055				
164.683	0.0055				
164.700	0.0055				
164.717	0.0055				
164.733	0.0054				
164.750	0.0054				
164.767	0.0054				
164.783	0.0054				
164.800	0.0054				
164.817	0.0054				
164.833	0.0054				
164.850	0.0053				
164.867	0.0054				
164.883	0.0054				
164.900	0.0055				
164.917	0.0054				
164.933	0.0054				
164.950	0.0054				
164.967	0.0053				
164.983	0.0053				
165.000	0.0053				
165.017	0.0054				
165.033	0.0054				
165.050	0.0055				
165.067	0.0054				
165.083	0.0054				
165.100	0.0055				
165.117	0.0055				
165.133	0.0055				
165.150	0.0054				
165.167	0.0053				
165.183	0.0054				
165.200	0.0055				
165.217	0.0054				
165.233	0.0054				
165.250	0.0055				
165.267	0.0054				
165.283	0.0054				
165.300	0.0054				
165.317	0.0056				
165.333	0.0055				
165.350	0.0053				
165.367	0.0053				
165.383	0.0054				
165.400	0.0055				
165.417	0.0054				
165.433	0.0053				
165.450	0.0053				
165.467	0.0053				
165.483	0.0053				
165.500	0.0054				
165.517	0.0054				
165.533	0.0055				
165.550	0.0055				
165.567	0.0055				
165.583	0.0055				
165.600	0.0054				
165.617	0.0054				
165.633	0.0054				
165.650	0.0054				
165.667	0.0054				
165.683	0.0054				
165.700	0.0054				
165.717	0.0055				
165.733	0.0054				
165.750	0.0054				
165.767	0.0054				
165.783	0.0054				
165.800	0.0055				
165.817	0.0054				
165.833	0.0053				
165.850	0.0053				
165.867	0.0053				
165.883	0.0053				
165.900	0.0053				
165.917	0.0054				
165.933	0.0055				
165.950	0.0054				
165.967	0.0053				
165.983	0.0053				
166.000	0.0054				
166.017	0.0054				
166.033	0.0055				
166.050	0.0054				
166.067	0.0055				
166.083	0.0055				
166.100	0.0055				
166.117	0.0054				
166.133	0.0053				
166.150	0.0053				
166.167	0.0053				
166.183	0.0054				
166.200	0.0054				
166.217	0.0054				
166.233	0.0053				
166.250	0.0053				
166.267	0.0053				
166.283	0.0054				
166.300	0.0054				
166.317	0.0054				
166.333	0.0054				
166.350	0.0055				
166.367	0.0054				
166.383	0.0054				
166.400	0.0054				
166.417	0.0054				
166.433	0.0054				
166.450	0.0053				
166.467	0.0054				
166.483	0.0054				
166.500	0.0053				
166.517	0.0054				
166.533	0.0054				
166.550	0.0053				
166.567	0.0053				
166.583	0.0054				
166.600	0.0055				
166.617	0.0054				
166.633	0.0054				
166.650	0.0054				
166.667	0.0054				
166.683	0.0054				
166.700	0.0054				
166.717	0.0054				
166.733	0.0055				
166.750	0.0054				
166.767	0.0054				
166.783	0.0053				
166.800	0.0054				
166.817	0.0054				
166.833	0.0054				
166.850	0.0054				
166.867	0.0054				
166.883	0.0055				
166.900	0.0054				
166.917	0.0054				
166.933	0.0053				
166.950	0.0053				
166.967	0.0054				
166.983	0.0054				
167.000	0.0054				
167.017	0.0053				
167.033	0.0054				
167.050	0.0054				
167.067	0.0055				
167.083	0.0054				
167.100	0.0054				
167.117	0.0054				
167.133	0.0054				
167.150	0.0053				
167.167	0.0053				
167.183	0.0054				
167.200	0.0055				
167.217	0.0054				
167.233	0.0054				
167.250	0.0053				
167.267	0.0054				
167.283	0.0054				
167.300	0.0055				
167.317	0.0054				
167.333	0.0055				
167.350	0.0055				
167.367	0.0054				
167.383	0.0053				
167.400	0.0054				
167.417	0.0054				
167.433	0.0054				
167.450	0.0054				
167.467	0.0054				
167.483	0.0054				
167.500	0.0054				
167.517	0.0054				
167.533	0.0054				
167.550	0.0054				
167.567	0.0054				
167.583	0.0054				
167.600	0.0054				
167.617	0.0054				
167.633	0.0054				
167.650	0.0054				
167.667	0.0054				
167.683	0.0055				
167.700	0.0056				
167.717	0.0056				
167.733	0.0055				
167.750	0.0054				
167.767	0.0054				
167.783	0.0054				
167.800	0.0054				
167.817	0.0054				
167.833	0.0054				
167.850	0.0054				
167.867	0.0054				
167.883	0.0054				
167.900	0.0054				
167.917	0.0054				
167.933	0.0053				
167.950	0.0053				
167.967	0.0054				
167.983	0.0054				
168.000	0.0053				
168.017	0.0054				
168.033	0.0054				
168.050	0.0055				
168.067	0.0054				
168.083	0.0054				
168.100	0.0054				
168.117	0.0054				
168.133	0.0054				
168.150	0.0054				
168.167	0.0055				
168.183	0.0055				
168.200	0.0055				
168.217	0.0054				
168.233	0.0055				
168.250	0.0055				
168.267	0.0054				
168.283	0.0053				
168.300	0.0053				
168.317	0.0054				
168.333	0.0054				
168.350	0.0054				
168.367	0.0054				
168.383	0.0053				
168.400	0.0053				
168.417	0.0053				
168.433	0.0055				
168.450	0.0054				
168.467	0.0053				
168.483	0.0054				
168.500	0.0054				
168.517	0.0054				
168.533	0.0054				
168.550	0.0055				
168.567	0.0054				
168.583	0.0054				
168.600	0.0054				
168.617	0.0054				
168.633	0.0054				
168.650	0.0053				
168.667	0.0053				
168.683	0.0054				
168.700	0.0054				
168.717	0.0054				
168.733	0.0054				
168.750	0.0054				
168.767	0.0054				
168.783	0.0055				
168.800	0.0055				
168.817	0.0054				
168.833	0.0053				
168.850	0.0053				
168.867	0.0054				
168.883	0.0054				
168.900	0.0053				
168.917	0.0053				
168.933	0.0053				
168.950	0.0053				
168.967	0.0054				
168.983	0.0053				
169.000	0.0053				
169.017	0.0054				
169.033	0.0054				
169.050	0.0054				
169.067	0.0055				
169.083	0.0054				
169.100	0.0053				
169.117	0.0052				
169.133	0.0053				
169.150	0.0054				
169.167	0.0054				
169.183	0.0054				
169.200	0.0053				
169.217	0.0054				
169.233	0.0054				
169.250	0.0054				
169.267	0.0055				
169.283	0.0055				
169.300	0.0054				
169.317	0.0053				
169.333	0.0054				
169.350	0.0053				
169.367	0.0053				
169.383	0.0054				
169.400	0.0053				
169.417	0.0054				
169.433	0.0055				
169.450	0.0054				
169.467	0.0053				
169.483	0.0053				
169.500	0.0053				
169.517	0.0054				
169.533	0.0054				
169.550	0.0054				
169.567	0.0053				
169.583	0.0054				
169.600	0.0054				
169.617	0.0054				
169.633	0.0053				
169.650	0.0054				
169.667	0.0053				
169.683	0.0054				
169.700	0.0054				
169.717	0.0054				
169.733	0.0054				
169.750	0.0053				
169.767	0.0053				
169.783	0.0054				
169.800	0.0054				
169.817	0.0054				
169.833	0.0054				
169.850	0.0054				
169.867	0.0054				
169.883	0.0054				
169.900	0.0054				
169.917	0.0054				
169.933	0.0054				
169.950	0.0054				
169.967	0.0053				
169.983	0.0053				
170.000	0.0053				
170.017	0.0054				
170.033	0.0054				
170.050	0.0054				
170.067	0.0053				
170.083	0.0053				
170.100	0.0054				
170.117	0.0054				
170.133	0.0053				
170.150	0.0053				
170.167	0.0053				
170.183	0.0053				
170.200	0.0053				
170.217	0.0054				
170.233	0.0054				
170.250	0.0053				
170.267	0.0053				
170.283	0.0054				
170.300	0.0054				
170.317	0.0054				
170.333	0.0054				
170.350	0.0054				
170.367	0.0054				
170.383	0.0054				
170.400	0.0054				
170.417	0.0055				
170.433	0.0054				
170.450	0.0054				
170.467	0.0054				
170.483	0.0054				
170.500	0.0054				
170.517	0.0054				
170.533	0.0053				
170.550	0.0053				
170.567	0.0053				
170.583	0.0054				
170.600	0.0054				
170.617	0.0054				
170.633	0.0054				
170.650	0.0053				
170.667	0.0053				
170.683	0.0053				
170.700	0.0054				
170.717	0.0054				
170.733	0.0054				
170.750	0.0054				
170.767	0.0054				
170.783	0.0054				
170.800	0.0053				
170.817	0.0053				
170.833	0.0053				
170.850	0.0053				
170.867	0.0053				
170.883	0.0053				
170.900	0.0053				
170.917	0.0054				
170.933	0.0054				
170.950	0.0053				
170.967	0.0053				
170.983	0.0053				
171.000	0.0054				
171.017	0.0054				
171.033	0.0053				
171.050	0.0053				
171.067	0.0054				
171.083	0.0054				
171.100	0.0052				
171.117	0.0052				
171.133	0.0053				
171.150	0.0054				
171.167	0.0053				
171.183	0.0052				
171.200	0.0052				
171.217	0.0052				
171.233	0.0052				
171.250	0.0053				
171.267	0.0053				
171.283	0.0053				
171.300	0.0053				
171.317	0.0053				
171.333	0.0053				
171.350	0.0053				
171.367	0.0053				
171.383	0.0053				
171.400	0.0053				
171.417	0.0052				
171.433	0.0052				
171.450	0.0052				
171.467	0.0052				
171.483	0.0053				
171.500	0.0054				
171.517	0.0054				
171.533	0.0054				
171.550	0.0054				
171.567	0.0054				
171.583	0.0054				
171.600	0.0053				
171.617	0.0053				
171.633	0.0053				
171.650	0.0053				
171.667	0.0054				
171.683	0.0054				
171.700	0.0053				
171.717	0.0053				
171.733	0.0054				
171.750	0.0054				
171.767	0.0054				
171.783	0.0054				
171.800	0.0054				
171.817	0.0053				
171.833	0.0053				
171.850	0.0053				
171.867	0.0053				
171.883	0.0053				
171.900	0.0053				
171.917	0.0053				
171.933	0.0053				
171.950	0.0053				
171.967	0.0053				
171.983	0.0053				
172.000	0.0053				
172.017	0.0052				
172.033	0.0053				
172.050	0.0053				
172.067	0.0053				
172.083	0.0054				
172.100	0.0054				
172.117	0.0054				
172.133	0.0053				
172.150	0.0053				
172.167	0.0053				
172.183	0.0053				
172.200	0.0053				
172.217	0.0053				
172.233	0.0053				
172.250	0.0054				
172.267	0.0054				
172.283	0.0054				
172.300	0.0054				
172.317	0.0053				
172.333	0.0053				
172.350	0.0053				
172.367	0.0053				
172.383	0.0053				
172.400	0.0054				
172.417	0.0054				
172.433	0.0054				
172.450	0.0055				
172.467	0.0054				
172.483	0.0054				
172.500	0.0053				
172.517	0.0052				
172.533	0.0053				
172.550	0.0053				
172.567	0.0052				
172.583	0.0052				
172.600	0.0053				
172.617	0.0053				
172.633	0.0053				
172.650	0.0053				
172.667	0.0054				
172.683	0.0054				
172.700	0.0054				
172.717	0.0054				
172.733	0.0054				
172.750	0.0053				
172.767	0.0053				
172.783	0.0054				
172.800	0.0053				
172.817	0.0053				
172.833	0.0053				
172.850	0.0054				
172.867	0.0054				
172.883	0.0054				
172.900	0.0053				
172.917	0.0053				
172.933	0.0053				
172.950	0.0054				
172.967	0.0054				
172.983	0.0054				
173.000	0.0054				
173.017	0.0054				
173.033	0.0053				
173.050	0.0053				
173.067	0.0053				
173.083	0.0053				
173.100	0.0053				
173.117	0.0054				
173.133	0.0053				
173.150	0.0053				
173.167	0.0053				
173.183	0.0054				
173.200	0.0054				
173.217	0.0054				
173.233	0.0053				
173.250	0.0053				
173.267	0.0053				
173.283	0.0054				
173.300	0.0054				
173.317	0.0054				
173.333	0.0053				
173.350	0.0053				
173.367	0.0053				
173.383	0.0052				
173.400	0.0053				
173.417	0.0052				
173.433	0.0053				
173.450	0.0053				
173.467	0.0054				
173.483	0.0053				
173.500	0.0053				
173.517	0.0053				
173.533	0.0054				
173.550	0.0054				
173.567	0.0053				
173.583	0.0053				
173.600	0.0053				
173.617	0.0052				
173.633	0.0052				
173.650	0.0052				
173.667	0.0054				
173.683	0.0053				
173.700	0.0053				
173.717	0.0053				
173.733	0.0053				
173.750	0.0053				
173.767	0.0052				
173.783	0.0053				
173.800	0.0053				
173.817	0.0054				
173.833	0.0053				
173.850	0.0053				
173.867	0.0053				
173.883	0.0053				
173.900	0.0053				
173.917	0.0053				
173.933	0.0053				
173.950	0.0053				
173.967	0.0053				
173.983	0.0052				
174.000	0.0053				
174.017	0.0053				
174.033	0.0053				
174.050	0.0053				
174.067	0.0053				
174.083	0.0053				
174.100	0.0053				
174.117	0.0053				
174.133	0.0053				
174.150	0.0052				
174.167	0.0052				
174.183	0.0053				
174.200	0.0053				
174.217	0.0053				
174.233	0.0053				
174.250	0.0053				
174.267	0.0053				
174.283	0.0053				
174.300	0.0054				
174.317	0.0053				
174.333	0.0053				
174.350	0.0052				
174.367	0.0052				
174.383	0.0052				
174.400	0.0052				
174.417	0.0052				
174.433	0.0052				
174.450	0.0052				
174.467	0.0053				
174.483	0.0053				
174.500	0.0054				
174.517	0.0054				
174.533	0.0053				
174.550	0.0052				
174.567	0.0052				
174.583	0.0052				
174.600	0.0052				
174.617	0.0053				
174.633	0.0053				
174.650	0.0052				
174.667	0.0052				
174.683	0.0052				
174.700	0.0052				
174.717	0.0052				
174.733	0.0053				
174.750	0.0053				
174.767	0.0053				
174.783	0.0052				
174.800	0.0052				
174.817	0.0053				
174.833	0.0053				
174.850	0.0052				
174.867	0.0052				
174.883	0.0053				
174.900	0.0053				
174.917	0.0053				
174.933	0.0053				
174.950	0.0052				
174.967	0.0052				
174.983	0.0052				
175.000	0.0053				
175.017	0.0053				
175.033	0.0054				
175.050	0.0054				
175.067	0.0054				
175.083	0.0053				
175.100	0.0053				
175.117	0.0053				
175.133	0.0053				
175.150	0.0053				
175.167	0.0052				
175.183	0.0052				
175.200	0.0052				
175.217	0.0052				
175.233	0.0053				
175.250	0.0054				
175.267	0.0054				
175.283	0.0054				
175.300	0.0054				
175.317	0.0053				
175.333	0.0053				
175.350	0.0053				
175.367	0.0053				
175.383	0.0053				
175.400	0.0053				
175.417	0.0053				
175.433	0.0053				
175.450	0.0053				
175.467	0.0053				
175.483	0.0053				
175.500	0.0053				
175.517	0.0053				
175.533	0.0052				
175.550	0.0052				
175.567	0.0052				
175.583	0.0053				
175.600	0.0053				
175.617	0.0053				
175.633	0.0053				
175.650	0.0053				
175.667	0.0052				
175.683	0.0052				
175.700	0.0053				
175.717	0.0053				
175.733	0.0053				
175.750	0.0053				
175.767	0.0052				
175.783	0.0052				
175.800	0.0053				
175.817	0.0052				
175.833	0.0052				
175.850	0.0052				
175.867	0.0053				
175.883	0.0052				
175.900	0.0052				
175.917	0.0052				
175.933	0.0052				
175.950	0.0053				
175.967	0.0054				
175.983	0.0053				
176.000	0.0053				
176.017	0.0053				
176.033	0.0053				
176.050	0.0053				
176.067	0.0052				
176.083	0.0052				
176.100	0.0051				
176.117	0.0051				
176.133	0.0051				
176.150	0.0052				
176.167	0.0053				
176.183	0.0053				
176.200	0.0053				
176.217	0.0053				
176.233	0.0053				
176.250	0.0054				
176.267	0.0053				
176.283	0.0052				
176.300	0.0052				
176.317	0.0051				
176.333	0.0052				
176.350	0.0053				
176.367	0.0053				
176.383	0.0053				
176.400	0.0053				
176.417	0.0052				
176.433	0.0053				
176.450	0.0053				
176.467	0.0053				
176.483	0.0053				
176.500	0.0052				
176.517	0.0052				
176.533	0.0053				
176.550	0.0053				
176.567	0.0053				
176.583	0.0053				
176.600	0.0053				
176.617	0.0053				
176.633	0.0053				
176.650	0.0053				
176.667	0.0052				
176.683	0.0052				
176.700	0.0052				
176.717	0.0053				
176.733	0.0052				
176.750	0.0052				
176.767	0.0052				
176.783	0.0053				
176.800	0.0053				
176.817	0.0053				
176.833	0.0053				
176.850	0.0053				
176.867	0.0053				
176.883	0.0052				
176.900	0.0052				
176.917	0.0052				
176.933	0.0052				
176.950	0.0052				
176.967	0.0052				
176.983	0.0053				
177.000	0.0053				
177.017	0.0053				
177.033	0.0053				
177.050	0.0054				
177.067	0.0054				
177.083	0.0054				
177.100	0.0053				
177.117	0.0052				
177.133	0.0052				
177.150	0.0053				
177.167	0.0053				
177.183	0.0053				
177.200	0.0054				
177.217	0.0054				
177.233	0.0053				
177.250	0.0052				
177.267	0.0052				
177.283	0.0052				
177.300	0.0052				
177.317	0.0052				
177.333	0.0053				
177.350	0.0052				
177.367	0.0052				
177.383	0.0052				
177.400	0.0051				
177.417	0.0051				
177.433	0.0052				
177.450	0.0052				
177.467	0.0053				
177.483	0.0053				
177.500	0.0053				
177.517	0.0052				
177.533	0.0053				
177.550	0.0052				
177.567	0.0052				
177.583	0.0053				
177.600	0.0053				
177.617	0.0053				
177.633	0.0054				
177.650	0.0053				
177.667	0.0053				
177.683	0.0053				
177.700	0.0053				
177.717	0.0053				
177.733	0.0053				
177.750	0.0053				
177.767	0.0053				
177.783	0.0053				
177.800	0.0054				
177.817	0.0053				
177.833	0.0052				
177.850	0.0052				
177.867	0.0052				
177.883	0.0052				
177.900	0.0052				
177.917	0.0053				
177.933	0.0052				
177.950	0.0052				
177.967	0.0052				
177.983	0.0052				
178.000	0.0052				
178.017	0.0052				
178.033	0.0052				
178.050	0.0052				
178.067	0.0052				
178.083	0.0052				
178.100	0.0051				
178.117	0.0051				
178.133	0.0050				
178.150	0.0051				
178.167	0.0052				
178.183	0.0053				
178.200	0.0053				
178.217	0.0053				
178.233	0.0052				
178.250	0.0052				
178.267	0.0052				
178.283	0.0052				
178.300	0.0051				
178.317	0.0050				
178.333	0.0051				
178.350	0.0051				
178.367	0.0051				
178.383	0.0052				
178.400	0.0052				
178.417	0.0052				
178.433	0.0053				
178.450	0.0052				
178.467	0.0052				
178.483	0.0052				
178.500	0.0052				
178.517	0.0052				
178.533	0.0051				
178.550	0.0051				
178.567	0.0052				
178.583	0.0052				
178.600	0.0052				
178.617	0.0052				
178.633	0.0052				
178.650	0.0052				
178.667	0.0052				
178.683	0.0052				
178.700	0.0052				
178.717	0.0052				
178.733	0.0052				
178.750	0.0051				
178.767	0.0051				
178.783	0.0051				
178.800	0.0051				
178.817	0.0052				
178.833	0.0052				
178.850	0.0052				
178.867	0.0051				
178.883	0.0051				
178.900	0.0052				
178.917	0.0052				
178.933	0.0052				
178.950	0.0052				
178.967	0.0052				
178.983	0.0053				
179.000	0.0052				
179.017	0.0052				
179.033	0.0053				
179.050	0.0053				
179.067	0.0052				
179.083	0.0051				
179.100	0.0051				
179.117	0.0052				
179.133	0.0052				
179.150	0.0052				
179.167	0.0052				
179.183	0.0052				
179.200	0.0052				
179.217	0.0052				
179.233	0.0051				
179.250	0.0051				
179.267	0.0051				
179.283	0.0051				
179.300	0.0052				
179.317	0.0052				
179.333	0.0051				
179.350	0.0051				
179.367	0.0051				
179.383	0.0051				
179.400	0.0051				
179.417	0.0051				
179.433	0.0051				
179.450	0.0051				
179.467	0.0050				
179.483	0.0051				
179.500	0.0052				
179.517	0.0052				
179.533	0.0052				
179.550	0.0052				
179.567	0.0052				
179.583	0.0052				
179.600	0.0052				
179.617	0.0052				
179.633	0.0052				
179.650	0.0051				
179.667	0.0051				
179.683	0.0051				
179.700	0.0051				
179.717	0.0051				
179.733	0.0051				
179.750	0.0052				
179.767	0.0052				
179.783	0.0052				
179.800	0.0052				
179.817	0.0051				
179.833	0.0051				
179.850	0.0052				
179.867	0.0052				
179.883	0.0052				
179.900	0.0052				
179.917	0.0051				
179.933	0.0050				
179.950	0.0050				
179.967	0.0051				
179.983	0.0052				
180.000	0.0052				
180.017	0.0051				
180.033	0.0051				
180.050	0.0052				
180.067	0.0052				
180.083	0.0052				
180.100	0.0052				
180.117	0.0051				
180.133	0.0051				
180.150	0.0052				
180.167	0.0053				
180.183	0.0052				
180.200	0.0052				
180.217	0.0052				
180.233	0.0052				
180.250	0.0052				
180.267	0.0053				
180.283	0.0053				
180.300	0.0052				
180.317	0.0052				
180.333	0.0052				
180.350	0.0052				
180.367	0.0052				
180.383	0.0053				
180.400	0.0052				
180.417	0.0050				
180.433	0.0051				
180.450	0.0051				
180.467	0.0052				
180.483	0.0051				
180.500	0.0051				
180.517	0.0051				
180.533	0.0052				
180.550	0.0052				
180.567	0.0051				
180.583	0.0051				
180.600	0.0052				
180.617	0.0052				
180.633	0.0051				
180.650	0.0051				
180.667	0.0051				
180.683	0.0051				
180.700	0.0051				
180.717	0.0051				
180.733	0.0051				
180.750	0.0052				
180.767	0.0052				
180.783	0.0052				
180.800	0.0052				
180.817	0.0051				
180.833	0.0051				
180.850	0.0051				
180.867	0.0051				
180.883	0.0051				
180.900	0.0052				
180.917	0.0051				
180.933	0.0051				
180.950	0.0050				
180.967	0.0050				
180.983	0.0051				
181.000	0.0051				
181.017	0.0052				
181.033	0.0052				
181.050	0.0051				
181.067	0.0051				
181.083	0.0051				
181.100	0.0051				
181.117	0.0051				
181.133	0.0051				
181.150	0.0051				
181.167	0.0051				
181.183	0.0052				
181.200	0.0052				
